Path,Verified,Date,Publisher,Company,Description,Product,Product Version,File Version,Machine Type,MD5,SHA1,PESHA1,PESHA256,SHA256,IMP,VT detection,VT link
c:\snort\bin\ex\snort.exe,Unsigned,24/05/2022 07:51,n/a,n/a,n/a,n/a,n/a,n/a,64-bit,6AE5EAD5CBFAA320C19C5F829CF90B2E,24C2F234F45FE88DD7492D48E4C746DC9D3C00BA,432F89128AB202A6A5D56D058214A3CB645B601A,867CFD7FF96DF994BFF4FCD42E4E708BE8F9983F461037CF3B2E584A9369B546,4113FC27BCFE42B8F7736D98CAFDDE04C1243E31D57444C23865EB4FD9A6CAD7,462ECCDB7EB0950F01BF6E5884F9F38E,0|74,https://www.virustotal.com/gui/file/4113fc27bcfe42b8f7736d98cafdde04c1243e31d57444c23865eb4fd9a6cad7/detection
c:\snort\bin\ex\snort.exe,Unsigned,24/05/2022 07:51,n/a,n/a,n/a,n/a,n/a,n/a,64-bit,6AE5EAD5CBFAA320C19C5F829CF90B2E,24C2F234F45FE88DD7492D48E4C746DC9D3C00BA,432F89128AB202A6A5D56D058214A3CB645B601A,867CFD7FF96DF994BFF4FCD42E4E708BE8F9983F461037CF3B2E584A9369B546,4113FC27BCFE42B8F7736D98CAFDDE04C1243E31D57444C23865EB4FD9A6CAD7,462ECCDB7EB0950F01BF6E5884F9F38E,0|74,https://www.virustotal.com/gui/file/4113fc27bcfe42b8f7736d98cafdde04c1243e31d57444c23865eb4fd9a6cad7/detection
c:\snort\bin\ex\snort.exe,Unsigned,24/05/2022 07:51,n/a,n/a,n/a,n/a,n/a,n/a,64-bit,6AE5EAD5CBFAA320C19C5F829CF90B2E,24C2F234F45FE88DD7492D48E4C746DC9D3C00BA,432F89128AB202A6A5D56D058214A3CB645B601A,867CFD7FF96DF994BFF4FCD42E4E708BE8F9983F461037CF3B2E584A9369B546,4113FC27BCFE42B8F7736D98CAFDDE04C1243E31D57444C23865EB4FD9A6CAD7,462ECCDB7EB0950F01BF6E5884F9F38E,0|74,https://www.virustotal.com/gui/file/4113fc27bcfe42b8f7736d98cafdde04c1243e31d57444c23865eb4fd9a6cad7/detection
c:\snort\bin\ex\snort.exe,Unsigned,24/05/2022 07:51,n/a,n/a,n/a,n/a,n/a,n/a,64-bit,6AE5EAD5CBFAA320C19C5F829CF90B2E,24C2F234F45FE88DD7492D48E4C746DC9D3C00BA,432F89128AB202A6A5D56D058214A3CB645B601A,867CFD7FF96DF994BFF4FCD42E4E708BE8F9983F461037CF3B2E584A9369B546,4113FC27BCFE42B8F7736D98CAFDDE04C1243E31D57444C23865EB4FD9A6CAD7,462ECCDB7EB0950F01BF6E5884F9F38E,0|74,https://www.virustotal.com/gui/file/4113fc27bcfe42b8f7736d98cafdde04c1243e31d57444c23865eb4fd9a6cad7/detection
c:\snort\bin\ex\snort.exe,Unsigned,24/05/2022 07:51,n/a,n/a,n/a,n/a,n/a,n/a,64-bit,6AE5EAD5CBFAA320C19C5F829CF90B2E,24C2F234F45FE88DD7492D48E4C746DC9D3C00BA,432F89128AB202A6A5D56D058214A3CB645B601A,867CFD7FF96DF994BFF4FCD42E4E708BE8F9983F461037CF3B2E584A9369B546,4113FC27BCFE42B8F7736D98CAFDDE04C1243E31D57444C23865EB4FD9A6CAD7,462ECCDB7EB0950F01BF6E5884F9F38E,0|74,https://www.virustotal.com/gui/file/4113fc27bcfe42b8f7736d98cafdde04c1243e31d57444c23865eb4fd9a6cad7/detection
